Corredor,place,gender,age,home,time
21214,21568,Male,22,NY,330.5666667
8057,8250,Male,33,DC,242.15
253,265,Male,29,FIN,168.1833333
8439,8638,Male,42,NJ,244.7166667
8107,8300,Female,32,MA,246.2666667
14984,15257,Female,20,CA,278.8
347,359,Male,38,FRA,173.15
14856,15129,Female,30,JPN,279.8166667
2971,3077,Female,34,NED,214.6333333
14637,14906,Male,35,GBR,278.2166667
7947,8139,Female,30,NJ,244.7666667
12609,12861,Female,44,TX,268.0666667
13101,13355,Male,51,FRA,269.95
1259,1306,Male,44,NY,195.35
13296,13552,Female,43,CA,272.4
14312,14578,Male,49,CAN,276.7833333
1544,1603,Male,42,MA,198.2166667
13172,13427,Male,32,NY,272.0166667
18088,18417,Female,35,PA,298.35
11741,11981,Female,38,NY,262.6833333
20901,21253,Male,39,NED,330.6166667
12110,12354,Female,48,NOR,265.4
9335,9541,Male,36,CT,253.3
4648,4781,Male,56,FRA,224.65
17361,17681,Female,31,CT,295.7166667
16803,17107,Female,30,NJ,291.0666667
3460,3577,Male,33,FL,218.2833333
17478,17799,Male,52,FL,289.7
6932,7109,Male,23,GBR,238.2333333
10380,10603,Male,39,NED,251.0833333
22333,22694,Male,49,NY,366.5833333
7087,7267,Male,32,CA,238.25
2176,2255,Female,32,NY,207.15
19716,20054,Male,29,ITA,313.3
19305,19641,Male,33,ITA,310.7166667
6398,6567,Male,54,GBR,235.5333333
12038,12282,Male,36,FRA,265.5
4300,4429,Male,38,VEN,224.7166667
837,868,Male,40,NY,186.9166667
7035,7215,Male,33,OH,239.0666667
18565,18895,Female,32,CA,300.0166667
13022,13276,Male,40,DEN,270.0333333
623,646,Male,24,JPN,181.9
19271,19607,Male,41,NJ,305.95
23180,23551,Female,48,IRL,439.8333333
2003,2075,Male,33,NJ,205.2666667
17850,18175,Male,67,ESP,296.6333333
10742,10968,Female,22,CA,258.7
18260,18589,Male,5,,302.6833333
15161,15436,Female,40,NY,281.1333333
5120,5260,Male,56,ITA,230.05
8987,9189,Female,30,NY,248.7666667
5134,5276,Male,26,NY,227.8
10474,10698,Male,53,NY,258.15
14177,14443,Female,38,NED,272.15
7855,8043,Male,41,FRA,243.6
16822,17127,Male,54,OR,290.6166667
18998,19330,Male,43,NY,306.2833333
17059,17368,Female,24,NY,288.55
991,1028,Male,34,ITA,189.8166667
10860,11088,Female,40,FL,257.7833333
10593,10818,Male,27,NY,259.2833333
23221,23593,Male,51,NY,454.65
2806,2906,Male,23,NY,212.65
4576,4708,Female,43,OH,223.4333333
15630,15912,Male,41,MO,285.6166667
13884,14146,Male,40,MA,270.0666667
8782,8984,Male,47,FRA,247.1333333
10116,10335,Male,21,IRL,256.2
7241,7424,Female,30,GBR,239.4166667
4528,4660,Male,33,FL,226.2333333
22746,23115,Female,20,GBR,387.4
16932,17239,Male,55,NY,293.0166667
6007,6166,Male,32,NY,233.4833333
9897,10112,Female,31,NY,250.4333333
20111,20455,Female,31,MA,316.7
16376,16670,Male,31,NJ,288.8166667
13256,13512,Male,36,NJ,272.4666667
10377,10600,Female,36,JPN,258.3333333
20137,20481,Male,72,ARG,321.8666667
22695,23063,Male,41,LA,382.9333333
18666,18997,Male,58,NY,305.7333333
13718,13979,Male,32,GBR,272.5666667
13120,13374,Female,35,NY,271.4
20511,20858,Male,42,ITA,321.35
1943,2012,Female,30,NY,204.9333333
13451,13710,Male,33,NY,272.8166667
3563,3681,Male,44,GER,217.4666667
17033,17342,Female,32,NY,287.8666667
17444,17765,Male,38,NED,293.05
2691,2789,Male,32,PA,210.65
3265,3378,Male,48,CHI,217.35
6231,6395,Male,38,AUS,230.75
6766,6940,Male,31,NJ,237.8833333
3910,4034,Male,32,NY,221.15
22578,22945,Female,33,NJ,379.85
22829,23199,Male,37,NJ,398.2666667
15360,15639,Male,50,NY,283.7833333
1014,1054,Male,52,PR,191.05
16775,17079,Female,33,BEL,290.3333333
5550,5701,Male,32,MA,230.1
5942,6101,Male,22,GBR,233.3833333
6233,6397,Male,43,NY,235.4833333
19089,19422,Male,34,GA,304.9666667
13834,14096,Male,46,MEX,273.5166667
19636,19973,Male,34,NY,315.75
5817,5974,Male,49,MEX,234.3166667
4517,4649,Male,31,CAN,225.2833333
9747,9960,Male,58,DEN,254.2166667
23149,23520,Female,32,GBR,434.1833333
6742,6915,Male,42,VA,238.85
5731,5883,Male,43,ITA,233.75
10932,11160,Male,43,IL,258.9166667
11627,11865,Male,41,CA,262.3666667
7895,8087,Male,30,NJ,244.05
18618,18949,Male,66,GER,302.5166667
21125,21478,Female,53,FRA,330.0666667
22241,22599,Male,30,TX,359.45
19826,20164,Female,31,NJ,316.0333333
22979,23349,Female,31,CA,404.55
2452,2543,Male,33,NY,208.7833333
3565,3683,Female,30,NY,219.5
5192,5335,Male,33,NY,229.35
6552,6722,Male,24,NY,230.5333333
19912,20250,Male,70,MI,318.05
5705,5857,Female,27,NY,233.45
23090,23460,Male,62,FL,423.0166667
20491,20838,Female,21,GBR,321.2333333
9544,9757,Male,46,VEN,254.0666667
7568,7753,Female,33,MA,240.0333333
20973,21325,Male,46,NY,334.2166667
8784,8986,Male,50,FRA,247.2833333
3029,3137,Male,40,CT,214.3666667
14400,14666,Male,39,GBR,275.9166667
19376,19712,Female,23,NY,305.6333333
17911,18237,Male,52,ITA,298.1833333
1759,1825,Male,36,FRA,202.5333333
13335,13591,Female,35,NY,268.2333333
2104,2181,Male,29,WA,205.1833333
19588,19925,Male,29,IL,312.5
3521,3638,Male,53,FRA,218.9666667
3443,3559,Male,44,PA,218.6666667
20774,21124,Male,46,FRA,325.6
17786,18111,Male,54,NY,295.2
15923,16211,Male,41,NY,284.4
9204,9407,Male,47,VEN,251.9666667
10297,10520,Female,40,NY,258.4
8476,8675,Male,42,GER,247.1666667
21197,21551,Male,37,GBR,332.8166667
4329,4458,Female,31,IL,224.8666667
8416,8615,Male,50,FRA,242.2666667
1702,1766,Male,35,CHI,201.4666667
6966,7143,Male,50,WA,239.0833333
18374,18703,Male,40,VA,298.3333333
15515,15795,Male,32,DC,283.7666667
11573,11810,Male,62,ITA,263.2
19246,19581,Male,46,FIN,305.9
8114,8307,Male,34,ITA,244.5666667
15339,15618,Female,30,NY,282.25
969,1004,Male,26,NY,189.8833333
5161,5304,Male,31,CAN,230.1333333
19162,19496,Male,55,NY,310.2
21070,21422,Male,58,ITA,332.6833333
5892,6051,Female,41,ITA,234.3
16603,16905,Male,47,NED,285.2833333
23282,23654,Male,69,NY,508.0833333
17737,18060,Male,33,GA,296.45
4793,4928,Male,54,MD,226.4333333
9378,9586,Male,53,NC,246.85
22207,22565,Male,50,AZ,359.4666667
4318,4447,Male,46,GER,224.4166667
7605,7790,Male,31,VA,241.5666667
13406,13664,Male,35,SUI,266.45
17597,17918,Male,43,NY,291.6166667
6037,6196,Male,32,TX,234.0166667
861,892,Female,30,CA,187.7333333
21157,21510,Female,56,FRA,333.2833333
20271,20617,Female,21,GBR,319.0333333
19547,19884,Male,41,NY,313.3666667
18714,19045,Female,33,TX,305.3
9778,9991,Male,30,GBR,250.8
2222,2303,Male,23,NY,206.5666667
9260,9463,Female,30,MD,250.95
12686,12938,Male,34,NY,264.9833333
16292,16586,Male,39,TX,288.0666667
21799,22154,Female,32,NY,350.7833333
22640,23008,Male,50,CA,379.3
22378,22742,Female,31,TX,363.4666667
3018,3126,Male,40,NY,215.1333333
9178,9380,Male,48,NOR,251.8333333
21467,21822,Male,36,CT,343.6
7728,7915,Male,34,MEX,240.6833333
21586,21941,Male,69,SD,339.05
17523,17844,Male,47,PER,295.5166667
13894,14156,Female,29,DEN,274.2333333
14366,14632,Female,49,FRA,277.7666667
4367,4496,Male,40,FRA,224.8
19024,19356,Male,60,GER,302.4666667
12549,12800,Male,37,GBR,265.7666667
3695,3814,Female,36,CT,220.5833333
2734,2833,Male,34,ITA,212.1666667
7725,7912,Male,30,MA,242.4
10426,10649,Female,33,NY,258.9666667
14628,14897,Male,39,NY,277.55
21569,21924,Male,50,NY,339.9833333
9373,9581,Male,32,NJ,253.3166667
16144,16437,Female,33,VA,287.4666667
20740,21089,Male,42,NY,330.4166667
4243,4370,Male,48,ESP,224.5333333
8386,8585,Male,61,NJ,247.75
796,827,Male,36,ITA,186.3833333
8331,8529,Male,30,NY,245.4
286,298,Male,33,NY,169.6666667
9128,9330,Male,48,OR,249.2
476,495,Male,46,FRA,177.6166667
11496,11732,Male,51,FRA,261.8
21089,21441,Male,52,NY,330.8
4643,4776,Male,36,NED,225.45
20945,21297,Female,43,NJ,328
17339,17658,Male,32,NY,292.8666667
11719,11959,Female,40,AUT,262.95
15579,15860,Female,34,CAN,283.8
19993,20334,Male,22,SC,313.1666667
13314,13570,Female,30,CAN,270.2
16212,16506,Female,33,NED,284.4
13088,13342,Female,22,VA,268.5166667
21900,22255,Female,33,PER,347.6333333
354,367,Male,43,CA,173.3666667
19880,20218,Female,50,SWE,316.5666667
7823,8010,Female,41,CAN,244.45
12431,12682,Male,31,NY,266.1
2660,2757,Male,33,ARG,211.7
1162,1207,Male,40,SUI,193.2
21405,21759,Male,30,NJ,337.9666667
17216,17530,Male,52,PA,290.45
3917,4041,Male,39,NY,221.35
7275,7458,Male,33,ITA,237.45
18421,18750,Female,50,WA,296.9166667
4628,4760,Male,33,NY,225.7
15268,15546,Male,48,GER,282.1
3520,3637,Female,31,NY,219.4333333
18272,18601,Male,42,NY,299.9
3580,3698,Male,40,SUI,218.2333333
20388,20735,Female,44,FRA,321.4166667
429,446,Male,55,NOR,176.2333333
20903,21255,Female,27,NY,332.2
23290,23662,Female,69,NY,566.7833333
17011,17320,Male,30,GBR,291.1666667
16928,17235,Male,42,NY,291.2166667
21153,21506,Male,50,GBR,332.3
9239,9442,Male,56,NY,252.5333333
18143,18472,Female,40,NJ,294.0166667
323,335,Male,32,SWE,171.5666667
19266,19602,Male,52,NY,311.4833333
21561,21916,Female,30,NJ,340.4166667
4193,4320,Male,44,NJ,224.3
9493,9704,Male,35,NY,252.3
10649,10874,Male,31,NY,256.9833333
9640,9853,Male,72,ID,254.8333333
12099,12343,Male,34,NY,265.0166667
6038,6197,Male,58,GBR,234.3166667
652,676,Male,41,MI,182.7
22198,22556,Female,50,CAN,359.8666667
8123,8317,Male,31,NY,245.2833333
3915,4039,Male,30,NY,221.6833333
7508,7693,Male,57,FRA,240.4666667
17691,18014,Male,35,NED,294.9166667
9099,9301,Male,22,VT,250.7166667
15155,15429,Male,48,NJ,280.3666667
19359,19695,Female,51,NJ,312.2166667
15255,15533,Male,44,GBR,279.0333333
11440,11675,Male,63,ITA,262.1166667
20847,21199,Male,71,SWE,331.1333333
22258,22616,Male,24,GBR,361.6666667
5051,5189,Female,41,PER,228.9666667
7377,7561,Male,40,NY,239.1333333
11891,12132,Male,33,NY,265.3
15619,15901,Female,23,CT,282.7666667
21012,21364,Male,31,CA,332.6833333
10535,10760,Male,43,NY,258.5
17870,18195,Male,32,NY,298.3166667
3713,3832,Male,42,NY,220.3
21246,21600,Female,33,NY,332.3833333
14214,14480,Female,36,PA,277.3833333
19890,20228,Male,29,GBR,316.7666667
7025,7205,Female,30,CA,239.4833333
19525,19862,Female,46,NY,313.75
10442,10665,Male,22,NJ,256.2666667
2418,2509,Male,22,COL,207.5
17943,18270,Male,31,ME,299.3
14860,15133,Female,23,NY,275.0333333
2346,2433,Male,44,NJ,208.1666667
15163,15439,Female,24,NY,280.1
6842,7017,Male,40,FRA,237.8666667
8844,9046,Male,33,CA,248.5166667
1234,1281,Female,35,NY,194.95
4070,4197,Male,46,ITA,222.7833333
10971,11200,Male,50,NOR,260.8333333
3817,3939,Male,45,NY,220.5166667
6619,6791,Male,50,FRA,236.7666667
6591,6761,Female,33,NY,236.0833333
3228,3340,Male,32,MA,214.7
14754,15026,Male,30,NY,278.3333333
8712,8914,Male,34,VA,248.4
2563,2658,Male,33,NJ,208.75
13597,13856,Male,40,CA,272.3833333
1136,1180,Female,36,MN,193.3166667
20739,21088,Male,21,CT,329.25
5894,6053,Female,43,CT,234.3166667
2553,2648,Male,27,NY,209.5666667
17636,17958,Male,49,WI,290.9333333
21323,21677,Male,22,PA,338.8166667
14862,15135,Female,21,SC,275.0333333
7396,7580,Male,44,PHI,240.1
13294,13550,Male,56,BRA,273.0666667
22351,22712,Female,49,CT,365.5666667
14880,15153,Male,31,GBR,279.0833333
21052,21404,Male,50,CA,329.8166667
7518,7703,Male,37,GBR,241.8166667
17371,17691,Male,31,NY,293.9666667
2077,2154,Male,28,NJ,206.25
8917,9119,Male,53,NED,249.6833333
2919,3021,Male,27,MD,213.05
17687,18010,Female,32,CO,296.2833333
18412,18741,Female,30,CAN,301.4666667
2685,2782,Male,40,GBR,209.95
16031,16320,Male,33,CT,287
17697,18020,Male,35,NED,295.4166667
1741,1806,Male,46,FRA,201.75
7932,8124,Male,26,GBR,243.4666667
8738,8940,Male,32,NY,247.3833333
4092,4219,Male,37,MEX,222.95
2997,3105,Male,29,NED,214.8666667
17261,17577,Female,51,NY,291.6166667
3538,3655,Male,23,CT,217.4333333
7446,7631,Male,35,CAN,235.1166667
15198,15475,Male,42,GBR,275.7833333
15263,15541,Male,43,MD,281.2166667
11449,11684,Male,22,NY,261.9
16583,16883,Female,23,CT,289.6666667
18423,18752,Female,33,GER,301.4166667
11647,11885,Female,29,TX,264.3333333
22184,22542,Male,23,GBR,355.8666667
10478,10702,Male,47,GBR,256.15
15091,15365,Female,41,NY,280.8833333
10921,11149,Female,21,VA,259.0666667
16165,16458,Female,35,NY,287.8833333
14539,14805,Male,30,NY,272.1666667
11974,12218,Female,31,NY,264.0833333
5807,5964,Male,42,FRA,232.6333333
12719,12971,Female,31,NY,268.4
6685,6857,Male,46,GBR,237
7788,7975,Male,30,DC,243.2
17527,17848,Female,43,NY,294.1166667
15668,15951,Male,33,MA,283.7833333
13080,13334,Male,56,NY,270.6333333
19109,19442,Female,34,FL,308.2666667
3941,4065,Male,43,ITA,222.2
3628,3746,Male,37,GBR,219.9333333
11026,11255,Male,32,NY,260.4833333
5713,5865,Male,49,ITA,233.5666667
17644,17966,Male,32,NY,293.0666667
21258,21612,Male,34,GBR,333.3666667
17577,17898,Male,63,ITA,295.2666667
16512,16810,Male,40,SUR,289.0666667
17666,17988,Female,34,VEN,291.7
3424,3540,Male,53,NY,218.7833333
16902,17208,Male,37,LA,290.7
4561,4693,Male,51,MA,226.55
22283,22642,Female,20,GBR,361.85
13565,13824,Female,38,GBR,272.05
15498,15778,Female,38,NJ,285.0666667
12190,12438,Male,37,ITA,266.3833333
23162,23533,Male,70,ITA,440.7666667
6495,6665,Female,22,GA,237.25
1275,1322,Male,53,NY,195.1
12913,13166,Male,47,CAN,270.5
22659,23027,Male,40,CA,379.2166667
17021,17330,Female,29,ITA,288.4833333
17944,18271,Male,53,NY,299.3
20907,21259,Male,33,VA,326.45
16559,16858,Male,41,FL,288.9666667
7516,7701,Male,40,GBR,239.45
23269,23641,Male,40,IRL,491.5666667
7339,7522,Male,30,NJ,241.7166667
3274,3387,Male,41,NY,216.9166667
4039,4165,Male,40,RSA,221.7833333
4613,4745,Male,28,ITA,224.7
20270,20616,Female,31,NY,317.3166667
3738,3859,Male,43,FRA,220.65
588,611,Male,44,FRA,180.7833333
21808,22163,Female,48,NJ,349.1
4681,4814,Male,37,NY,225.3833333
16726,17030,Male,50,CA,291
3657,3776,Male,50,ITA,217.0833333
17428,17749,Male,32,NY,294.2833333
5204,5347,Female,38,GER,230.2833333
3946,4070,Female,40,FRA,222.0333333
20626,20975,Male,44,CT,325
16790,17094,Male,50,NJ,293.05
18641,18972,Male,50,GBR,299.9166667
11155,11386,Female,29,NY,262.2
19395,19731,Male,32,IL,306.6
1013,1053,Female,42,MN,190.9333333
112,116,Male,43,CO,157.5833333
8280,8478,Male,37,CAN,244.95
7546,7731,Female,23,MA,241.5666667
2267,2351,Male,46,NY,208
13721,13982,Male,51,NJ,268.0833333
10735,10961,Male,47,CO,258.1166667
9848,10062,Male,25,GBR,251.8333333
3669,3788,Male,32,NY,220.45
11508,11745,Female,27,NY,261.7
16579,16879,Female,27,MEX,288.7833333
7478,7663,Female,33,FRA,242.5166667
17675,17997,Male,46,FRA,296.3333333
19678,20015,Female,30,NY,314.05
218,228,Male,33,ESP,165.5166667
8616,8817,Male,22,NY,247.9833333
15612,15894,Male,20,GBR,284.0833333
16614,16916,Female,33,GBR,286.5166667
8395,8594,Male,41,VT,246.4333333
14835,15107,Male,38,NY,275.8333333
19666,20003,Male,57,ITA,315.7666667
603,626,Male,33,NY,180.7
5402,5550,Male,23,ITA,231.1333333
22519,22884,Female,30,NY,370.2
5401,5549,Male,31,MA,229.15
6369,6537,Male,41,FRA,235.8833333
11239,11471,Male,31,NY,259.7333333
6249,6414,Male,38,FL,233.7833333
4495,4627,Male,37,GBR,225.0833333
9683,9896,Male,60,GER,249.0333333
20944,21296,Male,46,GBR,331.15
10695,10920,Male,45,GBR,257.05
1805,1872,Male,43,NY,203.3833333
21579,21934,Female,54,NY,339.0666667
11093,11323,Male,50,CAN,258.3333333
11310,11544,Male,31,NY,262.4333333
16447,16741,Female,42,NC,288.5666667
12820,13073,Male,42,IL,267.6166667
3232,3344,Male,39,ITA,216.5166667
674,699,Male,31,VEN,183.1166667
17358,17678,Male,40,TX,294.65
8697,8899,Female,53,AUS,249.3833333
19888,20226,Male,25,GBR,316.75
14636,14905,Male,29,NED,275.6166667
13545,13804,Male,47,FRA,271.6333333
2317,2403,Male,31,NY,208.2
17617,17939,Female,45,NJ,293.85
3455,3571,Male,37,GBR,217.15
675,700,Male,44,NJ,183.45
19982,20323,Male,45,JPN,316.85
7696,7882,Male,43,GA,240.35
8777,8979,Male,48,NY,248.3
9494,9705,Male,26,MEX,253.5666667
4340,4469,Male,32,VA,223.3833333
1147,1192,Male,28,ITA,193.4166667
23057,23427,Male,32,GBR,414.9833333
13736,13997,Male,28,BRA,274.2833333
1630,1689,Male,42,FRA,201.05
18324,18653,Male,33,NY,302.3
8686,8888,Female,22,NY,249.3166667
14155,14421,Female,24,CA,275.0666667
11149,11380,Female,37,CAN,255.8166667
8219,8415,Male,37,PA,245.2
8317,8515,Male,23,MA,243.7666667
23035,23405,Female,28,MO,415.1333333
7999,8192,Female,32,NY,243.15
5008,5146,Male,43,GER,225.75
9036,9238,Male,41,NY,248.9
5027,5165,Male,28,NED,228.35
21475,21830,Male,40,NY,343.4833333
2895,2997,Female,38,FRA,213.9166667
19080,19413,Male,35,NJ,305.2333333
4186,4313,Male,20,FRA,224.0166667
13829,14091,Male,37,FRA,271.2833333
15240,15518,Male,31,NY,279.3166667
13072,13326,Male,62,NY,269.05
4754,4888,Male,44,SWE,227.2166667
19802,20140,Male,43,NY,317.85
1647,1710,Male,34,NY,200.9666667
4742,4876,Male,38,VEN,225.8333333
14059,14324,Female,47,NJ,272.5
17452,17773,Male,28,RSA,295.4
940,975,Male,46,GBR,189.3333333
21601,21956,Male,33,ITA,339.6833333
14180,14446,Male,31,NY,276.95
19396,19732,Male,43,ITA,311.5666667
18560,18890,Male,50,NED,303.2166667
19849,20187,Male,52,OH,315.3333333
12976,13230,Male,38,NED,270
2592,2688,Male,40,NED,209.2333333
14727,14999,Female,46,NY,280.9
11369,11603,Male,29,NY,262.9166667
11227,11459,Male,31,NY,261.0666667
7199,7382,Male,24,NY,241.15
4096,4223,Male,39,NY,221.9833333
13254,13510,Male,31,NY,272.6666667
18740,19071,Male,51,JPN,298.9833333
13113,13367,Male,41,NY,271.75
4437,4568,Female,25,NY,225.5833333
6854,7030,Male,39,NJ,237.75
645,669,Male,34,ARG,182.7666667
3356,3470,Male,50,FRA,217.9166667
11994,12238,Male,42,IL,260.3166667
11384,11618,Male,54,FIN,262.5833333
20466,20813,Female,54,NJ,325.3333333
5978,6137,Male,32,NED,233.95
22946,23316,Male,73,NJ,400.7166667
